State,District,Latitude,Longitude
Gujarat,Narmada,21.70666000,73.68403000
Gujarat,Navsari,20.86697000,72.86185000
Gujarat,Panch Mahals,22.80436000,73.61985000
Gujarat,Patan,23.80634000,71.75163000
Gujarat,Porbandar,21.55092000,69.71897000
Gujarat,Rajkot,22.40603000,70.83679000
Gujarat,Sabar Kantha,23.71804000,73.13639000
Gujarat,Surat,21.25761000,72.93489000
Gujarat,Surendranagar,22.82672000,71.48359000
Gujarat,Tapi,21.27890000,73.60650000
Gujarat,The Dangs,20.80163000,73.68835000
Gujarat,Vadodara,22.26134000,73.49433000
Gujarat,Valsad,20.44238000,72.91486000
Haryana,Ambala,30.35037000,76.94970000
Haryana,Bhiwani,28.72887000,76.02110000
Haryana,Faridabad,28.14873000,77.32719000
Haryana,Fatehabad,29.57298000,75.54609000
Haryana,Gurgaon,28.04389000,77.01935000
Haryana,Hisar,29.23629000,75.84325000
Haryana,Jhajjar,28.59652000,76.61137000
Haryana,Jind,29.45150000,76.29599000
Haryana,Kaithal,29.96069000,76.37699000
Haryana,Karnal,29.70320000,76.87488000
Haryana,Kurukshetra,30.05653000,76.78775000
Haryana,Mahendragarh,28.13522000,76.14018000
Haryana,Mewat,28.01070000,77.05640000
Haryana,Palwal,28.14730000,77.32600000
Haryana,Panchkula,30.70090000,76.97173000
Haryana,Panipat,29.34352000,76.92896000
Haryana,Rewari,28.19165000,76.55956000
Haryana,Rohtak,28.89252000,76.53123000
Haryana,Sirsa,29.63583000,74.90970000
Haryana,Sonipat,29.05806000,76.85587000
Haryana,YAMUNANAGAR,30.26466000,77.31653000
Himachal Pradesh,Bilaspur,31.37804000,76.65316000
Himachal Pradesh,Chamba,32.66742000,76.39354000
Himachal Pradesh,Hamirpur,31.67668000,76.49767000
Himachal Pradesh,Kangra,32.14094000,76.41206000
Himachal Pradesh,Kinnaur,31.60667000,78.51614000
Himachal Pradesh,Kullu,31.90912000,77.40923000
Himachal Pradesh,Lahul and Spiti,32.51717000,77.62471000
Himachal Pradesh,Mandi,31.63581000,76.96557000
Himachal Pradesh,Shimla,31.15573000,77.62573000
Himachal Pradesh,Sirmaur,30.68276000,77.43185000
Himachal Pradesh,Solan,31.03864000,76.94442000
Himachal Pradesh,Una,31.58330000,76.18354000
Jammu and Kashmir,ANANTNAG,33.76027000,75.30391000
Jammu and Kashmir,BADGAM,33.93258000,74.79798000
Jammu and Kashmir,BANDIPORA,34.42340000,74.64230000
Jammu and Kashmir,BARAMULLA,34.38125000,74.76360000
Jammu and Kashmir,Doda,33.35961000,76.07164000
Jammu and Kashmir,Jammu,32.71320000,74.84775000
Jammu and Kashmir,Kargil,33.56599000,76.63675000
Jammu and Kashmir,Kathua,32.51782000,75.58901000
Jammu and Kashmir,KUPWARA,34.43190000,74.12400000
Jammu and Kashmir,Leh Ladakh,33.58579000,78.30726000
Jammu and Kashmir,Pulwama,33.88414000,75.00922000
Jammu and Kashmir,POONCH,33.79124000,74.29593000
Jammu and Kashmir,Kishtwar,33.51940000,75.89990000
Jammu and Kashmir,Reasi,33.08280000,74.83330000
Jammu and Kashmir,SAMBA,32.72660000,74.85700000
Jammu and Kashmir,Shopian,33.72530000,74.82770000
Jammu and Kashmir,Kulgam,33.64510000,75.01850000
Jammu and Kashmir,Rajauri,33.27232000,74.40777000
Jammu and Kashmir,Srinagar,34.27313000,75.11021000
Jammu and Kashmir,Ramban,33.24110000,75.23820000
Jammu and Kashmir,Ganderbal,34.21649600,74.77194200
Jammu and Kashmir,Udhampur,33.04771000,75.15287000
Jharkhand,Bokaro,23.68150000,85.98398000
Jharkhand,Chatra,24.11620000,84.93296000
Jharkhand,Deoghar,24.33070000,86.75698000
Jharkhand,Dhanbad,23.85451000,86.40373000
Jharkhand,Dumka,24.27501000,87.27662000
Jharkhand,Garhwa,24.08211000,83.68664000
Jharkhand,Giridih,24.30579000,86.08711000
Jharkhand,Godda,24.81890000,87.29417000
Jharkhand,Gumla,23.07853000,84.55057000
Jharkhand,Hazaribagh,23.94324000,85.49441000
Jharkhand,Jamtara,23.97873000,86.95325000
Jharkhand,Khunti,23.07690000,85.28060000
Jharkhand,Koderma,24.55672000,85.71691000
Jharkhand,Latehar,23.72511000,84.48299000
Jharkhand,Lohardaga,23.48880000,84.66052000
Jharkhand,Pakur,24.57260000,87.69692000
Jharkhand,Palamu,24.19693000,84.20311000
Jharkhand,WEST SINGHBHUM,22.39941000,85.54098000
Jharkhand,EAST SINGHBUM,22.59133000,86.50910000
Jharkhand,Ramgarh,23.62830000,85.52110000
Jharkhand,Ranchi,23.18424000,85.31782000
Jharkhand,SAHEBGANJ,24.93668000,87.68264000
Jharkhand,Saraikela Kharsawan,22.85591000,85.89615000
Jharkhand,Simdega,22.60876000,84.59194000
Karnataka,Bagalkot,16.15861000,75.64526000
Karnataka,Bengaluru Rural,12.93683000,77.47369000
Karnataka,Bengaluru Urban,12.90192000,77.58686000
Karnataka,Belgaum,16.16107000,74.72329000
Karnataka,Bellary,15.07438000,76.47228000
Karnataka,Bidar,17.95036000,77.19460000
Karnataka,Bijapur,16.84015000,75.95909000
Karnataka,CHAMARAJANAGAR,11.95248000,77.02385000
Karnataka,Chikmagalur,13.42529000,75.67627000
Karnataka,Chitradurga,14.29102000,76.57822000
Karnataka,Dakshin Kannad,12.89120000,74.96216000
Karnataka,DAVANGERE,14.33041000,75.91724000
Karnataka,Dharwad,15.34383000,75.13831000
Karnataka,Gadag,15.50713000,75.64861000
Karnataka,Gulbarga,17.07046000,76.87504000
Karnataka,Hassan,12.94510000,76.11050000
Karnataka,Haveri,14.73758000,75.39612000
Karnataka,Kodagu,12.39684000,75.79337000
Karnataka,Kolar,13.31280000,78.01377000
Karnataka,Koppal,15.65125000,76.16170000
Karnataka,Mandya,12.57490000,76.81570000
Karnataka,Mysore,12.24810000,76.52882000
Karnataka,Ramanagara,12.71503500,77.28129600
Karnataka,Raichur,16.05080000,76.87369000
Karnataka,Chikkaballapur,13.43420000,77.72420000
Karnataka,Shimoga,14.06385000,75.17882000
Karnataka,Yadgir,16.76500000,77.14050000
Karnataka,PATHANAMTHITTA,9.25870000,76.78320000
Karnataka,Tumkur,13.59247000,77.02298000
Karnataka,Udupi,13.45040000,74.72010000
Karnataka,UTTAR KANNAD,14.53896000,74.35229000
Kerala,Alappuzha,9.54260300,76.38011000
Kerala,Ernakulam,10.00488000,76.26958000
Kerala,Idukki,9.80481000,77.04587000
Kerala,Kannur,11.94152000,75.35210000
Kerala,Kasaragod,12.33310000,75.07768000
Kerala,Kollam,8.92938900,76.63608000
Kerala,Kottayam,9.64370100,76.46060000
Kerala,Kozhikode,11.39292000,75.71159000
Kerala,Malappuram,10.97330000,75.93911000
Kerala,Palakkad,10.78493000,76.49980000
Kerala,Pattanamtitta,9.29131200,76.86412000
Kerala,Thiruvananthapuram,8.53710200,76.88712000
Kerala,Thrissur,10.45893000,76.12322000
Kerala,Wayanad,11.71528000,76.07587000
Lakshadweep,Kavaratti,10.43639000,72.82993000
Madhya Pradesh,Anuppur,23.18184000,81.86560000
Madhya Pradesh,Ashoknagar,24.63099000,77.82974000
Madhya Pradesh,Agar Malwa,23.71034800,76.01017800
Madhya Pradesh,Alirajpur,22.30530000,74.35250100
Madhya Pradesh,Balaghat,21.80021000,80.42170000
Madhya Pradesh,Barwani,21.70214000,74.91005000
Madhya Pradesh,Betul,21.96463000,77.78734000
Madhya Pradesh,Bhind,26.35951000,78.76183000
Madhya Pradesh,Bhopal,23.48073000,77.39247000
Madhya Pradesh,Burhanpur,21.36457000,76.24460000
Madhya Pradesh,Chhatarpur,24.81364000,79.56449000
Madhya Pradesh,Chhindwara,22.22797000,78.76413000
Madhya Pradesh,Damoh,23.76624000,79.47049000
Madhya Pradesh,Datia,25.90226000,78.63917000
Madhya Pradesh,Dewas,22.78511000,76.46089000
Madhya Pradesh,Dhar,22.57268000,75.11056000
Madhya Pradesh,Dindori,22.83738000,81.04333000
Madhya Pradesh,East Nimar,22.09899000,76.55806000
Madhya Pradesh,Guna,24.49044000,77.22359000
Madhya Pradesh,Gwalior,26.04074000,78.12782000
Madhya Pradesh,Harda,22.22766000,77.07023000
Madhya Pradesh,Hoshangabad,22.59527000,78.02168000
Madhya Pradesh,Indore,22.68027000,75.91338000
Madhya Pradesh,Jabalpur,23.18526000,79.98329000
Madhya Pradesh,Jhabua,22.41958000,74.40922000
Madhya Pradesh,Katni,23.72442000,80.33820000
Madhya Pradesh,Mandla,22.70349000,80.38601000
Madhya Pradesh,Mandsaur,24.19279000,75.43589000
Madhya Pradesh,Morena,26.37314000,77.88447000
Madhya Pradesh,Narsinghpur,22.95134000,79.00202000
Madhya Pradesh,Neemuch,24.70312000,75.06608000
Madhya Pradesh,Panna,24.45133000,80.21133000
Madhya Pradesh,Raisen,23.29252000,78.16305000
Madhya Pradesh,Rajgarh,23.78550000,76.66431000
Madhya Pradesh,Ratlam,23.50356000,75.14896000
Madhya Pradesh,Rewa,24.86118000,81.57572000
Madhya Pradesh,Sagar,23.80032000,78.71940000
Madhya Pradesh,Satna,24.62778000,80.75547000
Madhya Pradesh,Sehore,22.92972000,77.06780000
Madhya Pradesh,Seoni,22.33230000,79.66054000
Madhya Pradesh,Shahdol,23.44860000,81.45968000
Madhya Pradesh,Shajapur,23.56662000,76.33555000
Madhya Pradesh,Sheopur,25.78015000,77.16911000
Madhya Pradesh,Shivpuri,25.37802000,77.74862000
Madhya Pradesh,Sidhi,24.17547000,82.10538000
Madhya Pradesh,SINGRAULI,23.75860800,81.72673000
Madhya Pradesh,Tikamgarh,25.14100000,78.89357000
Madhya Pradesh,Ujjain,23.31929000,75.80384000
Madhya Pradesh,Umaria,23.59601000,80.90879000
Madhya Pradesh,Vidisha,23.82838000,77.90135000
Madhya Pradesh,Khandwa,21.90227800,76.63902300
Madhya Pradesh,West Nimar,22.02714000,75.87344000
Madhya Pradesh,Khargone,21.83352500,75.61499000
Maharashtra,Beed,18.98457500,75.75720200
Maharashtra,Buldhana,20.53684600,76.18087000
Maharashtra,GADCHIROLI,20.18487200,79.99479700
Maharashtra,Ahmednagar,19.21760000,74.69220000
Maharashtra,Gondia,21.45980100,80.19500000
Maharashtra,MUMBAI,19.07600000,72.87770000
Maharashtra,Akola,20.74631000,77.12122000
Maharashtra,Amravati,21.16521000,77.67584000
Maharashtra,Aurangabad,20.09792000,75.32072000
Maharashtra,Bhandara,21.21179000,80.10950000
Maharashtra,Bid,18.95235000,75.69320000
Maharashtra,Buldana,20.56681000,76.39018000
Maharashtra,Chandrapur,20.09561000,79.31556000
Maharashtra,Dhule,21.27402000,74.58719000
Maharashtra,Garhchiroli,19.79555000,80.30966000
Maharashtra,Gondiya,21.22501000,80.17523000
Maharashtra,Greater Bombay,19.08507000,72.84262000
Maharashtra,Hingoli,19.59525000,77.09239000
Maharashtra,Jalgaon,20.88289000,75.55140000
Maharashtra,Jalna,19.98461000,75.98474000
Maharashtra,Kolhapur,16.44881000,74.12897000
Maharashtra,Latur,18.34869000,76.75813000
Maharashtra,Nagpur,21.19656000,79.02166000
Maharashtra,Nanded,19.20932000,77.68290000
Maharashtra,Nandurbar,21.52318000,74.32639000
Maharashtra,Nashik,20.26691000,74.03824000
Maharashtra,Osmanabad,18.19459000,75.99496000
Maharashtra,Palghar,19.69710700,72.76372500
Maharashtra,Parbhani,19.31032000,76.70163000
Maharashtra,Pune,18.51696000,74.12923000
Maharashtra,Raigad,18.45326000,73.00906000
Maharashtra,Ratnagiri,17.21020000,73.25726000
Maharashtra,Sangli,17.15493000,74.70714000
Maharashtra,Satara,17.67379000,74.18052000
Maharashtra,Sindhudurg,16.17095000,73.51329000
Maharashtra,Solapur,17.83736000,75.42395000
Maharashtra,Thane,19.69877000,72.79883000
Maharashtra,Wardha,20.80743000,78.57259000
Maharashtra,Washim,20.28228000,77.25502000
Maharashtra,Yavatmal,20.04258000,78.05326000
Manipur,Bishnupur,24.50712000,93.82462000
Manipur,Chandel,24.26358000,94.09444000
Manipur,Churachandpur,24.30310000,93.38672000
Manipur,Imphal East,24.82106000,93.66951000
Manipur,Senapati,25.08466000,94.03366000
Manipur,Tamenglong,24.98313000,93.49451000
Manipur,Thoubal,24.54539000,93.97960000
Manipur,Ukhrul,25.05900000,94.44130000
Manipur,Imphal West,24.79401000,93.88859000
Meghalaya,East Garo Hills,25.82728000,90.64685000
Meghalaya,East Khasi Hills,25.30376000,91.75923000
Meghalaya,East Jaintia Hills,25.31010000,92.50000000
Meghalaya,West Jaintia Hills,25.50210000,92.34190000
Meghalaya,Ri Bhoi,25.89707000,91.84516000
Meghalaya,North Garo Hills,25.89870000,90.48800000
Meghalaya,South Garo Hills,25.24057000,90.64560000
Meghalaya,South West Garo Hills,25.56790000,90.22450000
Meghalaya,West Garo Hills,25.49529000,90.03710000
Meghalaya,West Khasi Hills,25.50089000,91.25365000
Meghalaya,South West Khasi Hills,25.32590000,91.25060000
Mizoram,Aizawl,23.90781000,92.85359000
Mizoram,Champhai,23.54167000,93.24222000
Mizoram,Kolasib,24.20200000,92.73470000
Mizoram,Lawngtlai,22.36103000,92.66964000
Mizoram,Lunglei,23.00772000,92.63513000
Mizoram,Mamit,23.73853000,92.43308000
Mizoram,Saiha,22.35745000,93.02828000
Mizoram,Serchhip,23.26386000,92.91416000
Nagaland,Dimapur,25.81418000,93.75074000
Nagaland,Kiphire,25.81880000,94.85210000
Nagaland,Kohima,25.60311000,93.78601000
Nagaland,Mokokchung,26.47891000,94.52243000
Nagaland,Mon,26.69207000,95.03073000
Nagaland,Longleng,26.49020000,94.81970000
Nagaland,Phek,25.63273000,94.56815000
Nagaland,Peren,25.51250000,93.73910000
Nagaland,Tuensang,26.21104000,94.85810000
Nagaland,Wokha,26.20261000,94.19908000
Nagaland,Zunheboto,26.02818000,94.50027000
Odisha,Angul,21.12071000,84.99839000
Odisha,Baleshwar,21.48571000,87.08086000
Odisha,Bargarh,21.13241000,83.26444000
Odisha,Bhadrak,20.95263000,86.81496000
Odisha,Balangir,20.61630000,83.21520000
Odisha,Boudh,20.58319000,84.12363000
Odisha,Cuttack,20.40764000,85.77768000
Odisha,Deogarh,21.43146000,84.81452000
Odisha,Dhenkanal,20.79887000,85.53227000
Odisha,Gajapati,19.12108000,84.14015000
Odisha,Ganjam,19.26326000,84.80298000
Odisha,Jagatsinghpur,20.11444000,86.43265000
Odisha,Jajpur,20.85325000,86.15277000
Odisha,Jharsuguda,21.82706000,83.93582000
Odisha,Kalahandi,19.78425000,83.11240000
Odisha,Kandhamal,20.09288000,84.02216000
Odisha,Kendrapara,20.60632000,86.83763000
Odisha,Kendujhar,21.49226000,85.76277000
Odisha,Khordha,20.05416000,85.52235000
Odisha,Koraput,18.82628000,82.81278000
Odisha,Malkangiri,18.25228000,81.98294000
Odisha,Mayurbhanj,21.89762000,86.40304000
Odisha,Nabarangpur,19.51305000,82.42042000
Odisha,Nayagarh,20.19290000,85.05615000
Odisha,Nuapada,20.47131000,82.59153000
Odisha,Puri,19.83509000,85.86699000
Odisha,Rayagada,19.29284000,83.45860000
Odisha,Sambalpur,21.51575000,84.34958000
Odisha,Sonepur,20.89080000,83.76853000
Odisha,Sundargarh,22.06355000,84.50525000
Puducherry,Karaikal,10.87616000,79.82370000
Puducherry,Mahe,12.00642000,75.28275000
Puducherry,Puducherry,11.88781000,79.79711000
Puducherry,Yanam,16.70770000,82.26187000
Punjab,Amritsar,31.54868000,74.79884000
Punjab,Barnala,30.39890000,75.48110000
Punjab,Bathinda,30.19052000,75.05686000
Punjab,Faridkot,30.59119000,74.79752000
Punjab,Fatehgarh Sahib,30.64291000,76.36208000
Punjab,Fazilka,30.37300000,74.12400000
Punjab,Ferozepur,30.63408000,74.40246000
Punjab,Gurdaspur,32.04283000,75.32041000
Punjab,Hoshiarpur,31.55157000,75.84699000
Punjab,Jalandhar,31.25034000,75.54400000
Punjab,Kapurthala,31.33659000,75.47641000
Punjab,Ludhiana,30.76596000,75.83111000
Punjab,Mansa,29.91955000,75.43049000
Punjab,Moga,30.75654000,75.16008000
Punjab,Muktsar,30.31243000,74.55187000
Punjab,Nawanshahr,31.13345000,76.10192000
Punjab,Pathankot,32.31430000,75.59750000
Punjab,Patiala,30.21454000,76.27506000
Punjab,Rupnagar,30.91094000,76.53744000
Punjab,Sangrur,30.18505000,75.89437000
Punjab,S.A.S Nagar,30.64960000,76.75670000
Punjab,Tarn Taran,31.36050000,74.87410000
Rajasthan,Ajmer,26.19930000,74.69904000
Rajasthan,Alwar,27.55272000,76.65360000
Rajasthan,Banswara,23.45364000,74.44247000
Rajasthan,Baran,24.98023000,76.86211000
Rajasthan,Barmer,25.77071000,71.50297000
Rajasthan,Bharatpur,27.32412000,77.21752000
Rajasthan,Bhilwara,25.45120000,74.63948000
Rajasthan,Bikaner,28.12489000,73.26943000
Rajasthan,Bundi,25.48581000,75.79984000
Rajasthan,Chittaurgarh,24.63162000,74.80011000
Rajasthan,Churu,28.29330000,74.65846000
Rajasthan,Dausa,26.91235000,76.57342000
Rajasthan,Dhaulpur,26.72397000,77.74476000
Rajasthan,Dungarpur,23.75105000,73.84766000
Rajasthan,Ganganagar,29.25679000,73.56192000
Rajasthan,Hanumangarh,29.18134000,74.74633000
Rajasthan,Jaipur,27.03346000,75.77117000
Rajasthan,Jaisalmer,26.86901000,71.18372000
Rajasthan,Jalore,25.07578000,72.18647000
Rajasthan,Jhalawar,24.24726000,76.11243000
Rajasthan,Jhunjhunu,28.13517000,75.52841000
Rajasthan,Jodhpur,26.67846000,73.00451000
Rajasthan,Karauli,26.51902000,76.96082000
Rajasthan,Kota,25.17572000,76.18619000
Rajasthan,Nagaur,27.07862000,74.14216000
Rajasthan,Pali,25.80490000,73.55286000
Rajasthan,Rajsamand,25.24895000,73.96570000
Rajasthan,Sawai Madhopur,26.25108000,76.42193000
Rajasthan,Sikar,27.64644000,75.29317000
Rajasthan,Sirohi,24.79769000,72.75309000
Rajasthan,Tonk,26.15394000,75.79192000
Rajasthan,Udaipur,24.44077000,73.84030000
Sikkim,East Sikkim,27.29600000,88.74908000
Sikkim,North Sikkim,27.81381000,88.54201000
Sikkim,South Sikkim,27.27802000,88.37539000
Sikkim,West Sikkim,27.33598000,88.15801000
Tamil Nadu,Ariyalur,11.19051000,79.22250000
Tamil Nadu,Chennai,13.05810000,80.28139000
Tamil Nadu,Coimbatore,10.87138000,77.07619000
Tamil Nadu,Cuddalore,11.57587000,79.63002000
Tamil Nadu,Dharmapuri,12.30014000,78.11510000
Tamil Nadu,Dindigul,10.37780000,77.78011000
Tamil Nadu,Erode,11.26701000,77.42034000
Tamil Nadu,KANCHIPURAM,12.49642000,80.08820000
Tamil Nadu,Kanniyakumari,8.18346600,77.32053000
Tamil Nadu,Karur,10.79533000,78.08750000
Tamil Nadu,KRISHNAGIRI,12.51861100,78.21373700
Tamil Nadu,Madurai,9.90431400,78.01366000
Tamil Nadu,Nagapattinam,10.78947000,79.79437000
Tamil Nadu,Namakkal,11.33767000,78.14625000
Tamil Nadu,The Nilgiris,11.44236000,76.66146000
Tamil Nadu,Perambalur,11.26014000,78.86034000
Tamil Nadu,Pudukkottai,10.13051000,79.05444000
Tamil Nadu,Ramanathapuram,9.31287000,78.99185000
Tamil Nadu,Salem,11.62932000,78.24783000
Tamil Nadu,Sivaganga,9.96030700,78.56536000
Tamil Nadu,Thanjavur,10.38769000,79.31949000
Tamil Nadu,Theni,9.92406700,77.43459000
Tamil Nadu,Tiruppur,11.11069500,77.34804500
Tamil Nadu,Thiruvallur,13.27586000,80.19725000
Tamil Nadu,Thiruvarur,10.36893000,79.60323000
Tamil Nadu,Thoothukudi,8.72096100,78.13833000
Tamil Nadu,Tiruchirappalli,10.83784000,78.54729000
Tamil Nadu,Tirunelveli,8.45743100,77.70550000
